Wall time,Step,Value
1731865338.8805099,4000,-1264.1751708984375
1731865342.4772313,8000,-1184.952392578125
1731865345.9914558,12000,-1169.61669921875
1731865349.746182,16000,-1155.3624267578125
1731865353.3199205,20000,-1156.54931640625
1731865356.8410456,24000,-1137.84716796875
1731865360.3489392,28000,-1152.782470703125
1731865363.8941276,32000,-1143.980712890625
1731865367.3873725,36000,-1161.7646484375
1731865370.9382257,40000,-1164.920166015625
1731865374.503765,44000,-1151.6961669921875
1731865378.0636544,48000,-1139.506103515625
1731865381.8491797,52000,-1146.689208984375
1731865385.5235844,56000,-1141.02783203125
1731865389.1972692,60000,-1147.968017578125
1731865392.8690908,64000,-1173.9080810546875
1731865396.4521375,68000,-1187.5616455078125
1731865399.956227,72000,-1175.0361328125
1731865403.483851,76000,-1163.2952880859375
1731865407.070942,80000,-1137.145751953125
1731865410.8207192,84000,-1140.2275390625
1731865414.3453145,88000,-1121.5355224609375
1731865417.9254408,92000,-1130.5169677734375
1731865421.6717756,96000,-1137.9189453125
1731865425.2829137,100000,-1144.3748779296875
1731865429.028086,104000,-1130.5633544921875
1731865432.6724017,108000,-1145.55224609375
1731865436.308354,112000,-1147.5328369140625
1731865440.2706416,116000,-1147.0225830078125
1731865443.9331203,120000,-1158.452392578125
1731865447.6419013,124000,-1156.94580078125
1731865451.3949194,128000,-1145.27294921875
1731865454.9545293,132000,-1133.5670166015625
1731865458.5651848,136000,-1120.494873046875
1731865462.2206922,140000,-1100.690673828125
1731865465.8769817,144000,-1086.0838623046875
1731865469.630243,148000,-1072.35986328125
1731865473.277218,152000,-1058.5584716796875
1731865476.8553047,156000,-1065.2647705078125
1731865480.504145,160000,-1061.4945068359375
1731865484.250428,164000,-1048.388916015625
1731865487.8860726,168000,-1050.2811279296875
1731865491.5697565,172000,-1048.760009765625
1731865495.214478,176000,-1022.3814086914062
1731865498.8780456,180000,-1006.8516235351562
1731865502.7669175,184000,-1004.7760620117188
1731865506.4497895,188000,-982.8263549804688
1731865510.09686,192000,-977.03076171875
1731865513.7610805,196000,-964.971435546875
1731865517.441866,200000,-944.6758422851562
1731865521.1186075,204000,-912.8355712890625
1731865524.7573438,208000,-889.0460815429688
1731865528.4037566,212000,-856.80517578125
1731865532.2879417,216000,-821.8438110351562
1731865535.8723266,220000,-791.9616088867188
1731865539.545783,224000,-775.2268676757812
1731865543.04765,228000,-760.5122680664062
1731865546.5441952,232000,-744.5291748046875
1731865550.055272,236000,-719.9329223632812
1731865553.5815656,240000,-699.6279296875
1731865557.1135488,244000,-658.9810180664062
1731865560.844423,248000,-594.9055786132812
1731865564.4399102,252000,-546.4191284179688
1731865567.959681,256000,-508.06353759765625
1731865571.647003,260000,-442.7359619140625
1731865575.2701437,264000,-382.6030578613281
1731865578.8484638,268000,-344.958740234375
1731865582.379283,272000,-302.9312744140625
1731865586.0043333,276000,-266.88775634765625
1731865589.761974,280000,-237.1523895263672
1731865593.4129908,284000,-237.93234252929688
1731865597.049873,288000,-234.5077667236328
1731865600.6047642,292000,-226.2788543701172
1731865604.0873253,296000,-219.84019470214844
1731865607.6937752,300000,-236.2740020751953
1731865611.1716478,304000,-215.40394592285156
1731865614.6730664,308000,-213.89732360839844
1731865618.2440434,312000,-206.18484497070312
1731865622.0052807,316000,-200.0398406982422
1731865625.5243118,320000,-182.720703125
1731865629.0686073,324000,-184.79315185546875
1731865632.6047657,328000,-170.3585205078125
1731865636.101709,332000,-166.74777221679688
1731865639.6335757,336000,-163.3606719970703
1731865643.2118971,340000,-164.97659301757812
1731865646.716168,344000,-166.322265625
1731865650.3783362,348000,-165.22006225585938
1731865654.0316367,352000,-157.9040985107422
1731865657.5928094,356000,-156.93087768554688
1731865661.1694183,360000,-159.36785888671875
1731865664.7814796,364000,-157.64292907714844
1731865668.3585877,368000,-163.22425842285156
1731865671.8338678,372000,-177.22122192382812
1731865675.366102,376000,-172.17918395996094
1731865678.8697698,380000,-169.0902862548828
1731865682.6669397,384000,-164.5166473388672
1731865686.3073404,388000,-161.04347229003906
1731865689.8437576,392000,-149.3026885986328
1731865693.475576,396000,-155.0663299560547
1731865697.096962,400000,-158.53466796875
1731865700.6431916,404000,-164.3856964111328
1731865704.2159936,408000,-163.07643127441406
1731865707.8509455,412000,-161.6595916748047
1731865711.563541,416000,-162.8159637451172
1731865715.1610336,420000,-165.4816131591797
1731865718.8617108,424000,-154.05751037597656
1731865722.4678593,428000,-160.5802001953125
1731865726.0780053,432000,-174.5555877685547
1731865729.7638452,436000,-167.92584228515625
1731865733.420581,440000,-158.201171875
1731865736.9901206,444000,-161.1374053955078
1731865740.8297937,448000,-155.16282653808594
1731865744.3881984,452000,-139.84408569335938
1731865747.933301,456000,-142.2641143798828
1731865751.5688972,460000,-142.73614501953125
1731865755.1133032,464000,-140.1953125
1731865758.7371674,468000,-137.56234741210938
1731865762.3961284,472000,-146.6467742919922
1731865765.9943025,476000,-148.20718383789062
1731865769.8233364,480000,-150.9616241455078
1731865773.5130656,484000,-148.68911743164062
1731865777.1927443,488000,-149.6780548095703
1731865780.7191298,492000,-147.91619873046875
1731865784.2990386,496000,-151.93927001953125
1731865787.7646408,500000,-156.9372100830078
