Wall time,Step,Value
1731863983.544522,4000,-1285.1771240234375
1731863987.1921768,8000,-1320.2213134765625
1731863990.8208516,12000,-1314.7886962890625
1731863994.5261116,16000,-1293.4346923828125
1731863998.255644,20000,-1277.2044677734375
1731864002.0048869,24000,-1264.831298828125
1731864005.5679252,28000,-1255.7437744140625
1731864009.064476,32000,-1227.9202880859375
1731864012.5866249,36000,-1206.2333984375
1731864016.1431098,40000,-1217.803955078125
1731864019.5852835,44000,-1212.09716796875
1731864023.1148698,48000,-1190.3790283203125
1731864026.6443887,52000,-1178.244873046875
1731864030.3321471,56000,-1199.983642578125
1731864033.865236,60000,-1166.52099609375
1731864037.4184282,64000,-1172.7332763671875
1731864041.0634258,68000,-1177.6314697265625
1731864044.5752778,72000,-1206.1260986328125
1731864048.1161044,76000,-1172.262939453125
1731864051.7100961,80000,-1201.0535888671875
1731864055.2005308,84000,-1164.490966796875
1731864058.7329223,88000,-1143.3486328125
1731864062.7209125,92000,-1128.2978515625
1731864066.3624573,96000,-1152.52294921875
1731864069.9702175,100000,-1141.579833984375
1731864073.6822193,104000,-1188.7420654296875
1731864077.4011972,108000,-1196.802490234375
1731864081.0674286,112000,-1201.3900146484375
1731864084.7781289,116000,-1197.6961669921875
1731864088.4217136,120000,-1176.6922607421875
1731864092.1798885,124000,-1165.606689453125
1731864095.751109,128000,-1160.9412841796875
1731864099.2603676,132000,-1152.30517578125
1731864102.7480435,136000,-1135.961181640625
1731864106.2970126,140000,-1143.932373046875
1731864109.8046567,144000,-1150.13330078125
1731864113.3178957,148000,-1130.11572265625
1731864116.9161634,152000,-1123.8472900390625
1731864120.7002444,156000,-1124.578125
1731864124.2713678,160000,-1128.34716796875
1731864127.8632364,164000,-1084.9710693359375
1731864131.4379945,168000,-1097.459716796875
1731864134.9985626,172000,-1093.4105224609375
1731864138.536645,176000,-1103.0062255859375
1731864142.1313655,180000,-1081.81982421875
1731864145.6126544,184000,-1091.45068359375
1731864149.3350785,188000,-1085.5882568359375
1731864152.9622226,192000,-1085.0074462890625
1731864156.4981015,196000,-1047.445068359375
1731864160.0346982,200000,-1043.994140625
1731864163.626127,204000,-1024.681884765625
1731864167.140078,208000,-990.3674926757812
1731864170.5962722,212000,-970.5123291015625
1731864174.1907585,216000,-967.2261352539062
1731864177.7074504,220000,-937.5714721679688
1731864181.4649096,224000,-907.0840454101562
1731864185.098909,228000,-891.85546875
1731864188.6169813,232000,-845.0382690429688
1731864192.1869538,236000,-811.0341186523438
1731864195.8288352,240000,-780.57373046875
1731864199.431188,244000,-743.4374389648438
1731864203.0793884,248000,-687.5855102539062
1731864206.7106438,252000,-657.4388427734375
1731864210.4905748,256000,-603.4263916015625
1731864214.1902373,260000,-562.5904541015625
1731864217.7934043,264000,-515.856689453125
1731864221.3063593,268000,-469.7639465332031
1731864224.8233361,272000,-406.67413330078125
1731864228.47834,276000,-370.32550048828125
1731864232.1640017,280000,-327.6394348144531
1731864235.738355,284000,-306.01556396484375
1731864239.5438137,288000,-303.68475341796875
1731864243.1405084,292000,-286.875
1731864246.6407125,296000,-258.81854248046875
1731864250.2005045,300000,-237.4185333251953
1731864253.717008,304000,-220.9608612060547
1731864257.2607815,308000,-198.5708770751953
1731864260.7854583,312000,-192.27249145507812
1731864264.3243396,316000,-195.86631774902344
1731864267.8432615,320000,-193.3877716064453
1731864271.573411,324000,-179.6486358642578
1731864275.1877916,328000,-176.6205596923828
1731864278.726034,332000,-172.14695739746094
1731864282.2448788,336000,-162.062255859375
1731864285.764318,340000,-171.75584411621094
1731864289.3045297,344000,-175.8238983154297
1731864292.823413,348000,-179.02438354492188
1731864296.3645675,352000,-183.4711151123047
1731864300.1280534,356000,-186.5678253173828
1731864303.6841536,360000,-177.2444610595703
1731864307.23104,364000,-173.68087768554688
1731864310.778612,368000,-173.06927490234375
1731864314.3066633,372000,-170.03330993652344
1731864317.8504663,376000,-171.5936279296875
1731864321.3731592,380000,-171.8778839111328
1731864324.8853502,384000,-177.12677001953125
1731864328.4016275,388000,-172.98614501953125
1731864332.3952432,392000,-170.70033264160156
1731864335.8984334,396000,-172.41366577148438
1731864339.4013622,400000,-157.03158569335938
1731864343.031874,404000,-152.65882873535156
1731864346.5555584,408000,-157.03231811523438
1731864350.0569534,412000,-154.63555908203125
1731864353.6633232,416000,-149.30348205566406
1731864357.3131804,420000,-160.60137939453125
1731864361.2841632,424000,-153.04359436035156
1731864365.034386,428000,-153.97879028320312
1731864368.715416,432000,-155.88662719726562
1731864372.3850722,436000,-159.7404022216797
1731864376.1342824,440000,-149.84788513183594
1731864379.779138,444000,-154.39511108398438
1731864383.4299793,448000,-146.8973846435547
1731864387.1377776,452000,-152.97604370117188
1731864390.9879718,456000,-158.22140502929688
1731864394.666365,460000,-168.64141845703125
1731864398.3682323,464000,-176.67408752441406
1731864402.0179362,468000,-175.83766174316406
1731864405.6870782,472000,-169.00709533691406
1731864409.416275,476000,-158.1949462890625
1731864413.1070035,480000,-165.54977416992188
1731864416.749549,484000,-157.08538818359375
1731864420.591611,488000,-160.0914306640625
1731864424.257508,492000,-157.29635620117188
1731864427.8789558,496000,-162.60853576660156
1731864431.6279545,500000,-152.80274963378906
