Wall time,Step,Value
1732050591.0600379,4000,-1179.6883544921875
1732050597.9243412,8000,-1207.6234130859375
1732050604.795339,12000,-1228.580810546875
1732050611.61226,16000,-1224.9525146484375
1732050618.3153694,20000,-1251.1455078125
1732050625.9807827,24000,-1255.030517578125
1732050633.6269574,28000,-1262.48095703125
1732050641.460864,32000,-1254.210205078125
1732050649.1053226,36000,-1283.97607421875
1732050656.741532,40000,-1262.3572998046875
1732050664.71529,44000,-1252.862060546875
1732050672.826103,48000,-1219.094482421875
1732050680.5371685,52000,-1208.5091552734375
1732050688.5823853,56000,-1158.7674560546875
1732050696.6686182,60000,-1153.786865234375
1732050704.6811106,64000,-1165.6654052734375
1732050712.5970871,68000,-1169.1263427734375
1732050720.5722075,72000,-1158.8131103515625
1732050728.6645288,76000,-1180.5994873046875
1732050736.4178858,80000,-1180.7933349609375
1732050744.4153423,84000,-1163.814453125
1732050752.293506,88000,-1175.939453125
1732050760.3747065,92000,-1202.510009765625
1732050768.0317764,96000,-1184.6077880859375
1732050775.6981409,100000,-1191.7645263671875
1732050783.3429813,104000,-1201.42724609375
1732050791.1468582,108000,-1185.2093505859375
1732050798.7739124,112000,-1193.35693359375
1732050806.6797767,116000,-1197.5087890625
1732050814.3127215,120000,-1188.670166015625
1732050822.4161353,124000,-1183.8310546875
1732050830.426207,128000,-1180.726318359375
1732050838.2399144,132000,-1137.204833984375
1732050846.3620121,136000,-1141.200439453125
1732050854.0405297,140000,-1114.013671875
1732050861.7054412,144000,-1099.7442626953125
1732050869.6617799,148000,-1133.9910888671875
1732050877.4076495,152000,-1146.271484375
1732050885.1599312,156000,-1131.6292724609375
1732050893.047143,160000,-1139.994384765625
1732050901.027737,164000,-1135.252197265625
1732050908.7976108,168000,-1113.8297119140625
1732050916.5475643,172000,-1105.324462890625
1732050924.1600454,176000,-1104.859130859375
1732050931.7803578,180000,-1120.158203125
1732050939.3612704,184000,-1112.7109375
1732050947.012847,188000,-1085.187744140625
1732050953.7839868,192000,-1070.751708984375
1732050960.6677508,196000,-1064.012451171875
1732050967.9208064,200000,-1033.587890625
1732050975.6951184,204000,-1034.837646484375
1732050982.7058854,208000,-1037.89404296875
1732050989.6291914,212000,-1042.5546875
1732050996.6111877,216000,-1001.599365234375
1732051003.5523689,220000,-982.2036743164062
1732051010.755971,224000,-971.5573120117188
1732051017.7901213,228000,-945.0066528320312
1732051024.8617513,232000,-904.6350708007812
1732051031.846056,236000,-910.0272827148438
1732051038.8489504,240000,-886.654541015625
1732051045.8711112,244000,-839.6768798828125
1732051052.830374,248000,-804.531005859375
1732051059.8651628,252000,-775.3103637695312
1732051066.8538845,256000,-750.0074462890625
1732051074.0328119,260000,-703.515625
1732051080.9296012,264000,-676.367919921875
1732051087.9456818,268000,-634.505126953125
1732051094.8682623,272000,-588.47802734375
1732051101.8484173,276000,-528.3076782226562
1732051108.8797615,280000,-473.3832092285156
1732051116.0051136,284000,-424.0550231933594
1732051123.108072,288000,-390.8105773925781
1732051130.0129745,292000,-359.1084289550781
1732051136.869214,296000,-326.0923767089844
1732051143.951624,300000,-305.0107727050781
1732051151.001822,304000,-279.2946472167969
1732051157.9364793,308000,-250.95806884765625
1732051164.9580834,312000,-230.55682373046875
1732051171.8702185,316000,-216.7145233154297
1732051179.1458466,320000,-224.46502685546875
1732051186.0371206,324000,-228.22853088378906
1732051193.1539226,328000,-236.84207153320312
1732051200.0179179,332000,-236.0165252685547
1732051207.0048308,336000,-235.80355834960938
1732051213.876703,340000,-224.60696411132812
1732051220.7252603,344000,-223.35191345214844
1732051227.6176455,348000,-212.46505737304688
1732051234.5857515,352000,-211.69300842285156
1732051241.638706,356000,-213.1294708251953
1732051248.5650733,360000,-202.70033264160156
1732051255.5515137,364000,-193.867919921875
1732051262.7597444,368000,-188.6748504638672
1732051269.8445666,372000,-186.3480987548828
1732051277.0814443,376000,-167.40626525878906
1732051284.0547976,380000,-173.22283935546875
1732051290.9881454,384000,-156.927978515625
1732051298.5040567,388000,-165.1759796142578
1732051305.6163797,392000,-171.14028930664062
1732051312.5280862,396000,-182.65785217285156
1732051319.4226873,400000,-179.0955352783203
1732051326.482909,404000,-189.9029083251953
1732051333.7331743,408000,-185.2910614013672
1732051340.9594269,412000,-181.40219116210938
1732051348.1282604,416000,-170.29574584960938
1732051355.3933506,420000,-176.98223876953125
1732051362.8005073,424000,-175.58961486816406
1732051369.7647667,428000,-172.38511657714844
1732051376.715247,432000,-164.36451721191406
1732051383.6602693,436000,-172.49996948242188
1732051390.7540793,440000,-173.6388397216797
1732051397.7435732,444000,-178.93399047851562
1732051404.6650815,448000,-178.3086395263672
1732051411.5604,452000,-176.55560302734375
1732051418.6228442,456000,-168.05238342285156
1732051425.6636434,460000,-158.9672393798828
1732051432.7915397,464000,-157.6099090576172
1732051439.7144785,468000,-154.27528381347656
1732051446.6884177,472000,-156.15696716308594
1732051453.6570325,476000,-162.7667999267578
1732051460.618589,480000,-166.53390502929688
1732051467.7692606,484000,-161.07308959960938
1732051474.7991188,488000,-159.01878356933594
1732051481.8332293,492000,-154.75881958007812
1732051488.8054361,496000,-151.21481323242188
1732051495.749916,500000,-148.29527282714844
