Wall time,Step,Value
1732046627.0895305,4000,-1154.086669921875
1732046632.2757897,8000,-1196.113525390625
1732046637.17438,12000,-1198.8662109375
1732046642.126043,16000,-1200.527587890625
1732046647.6317694,20000,-1209.36474609375
1732046653.2073317,24000,-1235.81201171875
1732046658.5490785,28000,-1233.774658203125
1732046663.8214328,32000,-1232.43701171875
1732046669.1722417,36000,-1221.657958984375
1732046674.5135412,40000,-1203.8123779296875
1732046680.0367506,44000,-1190.5791015625
1732046685.595024,48000,-1183.0638427734375
1732046690.883395,52000,-1172.9625244140625
1732046696.2169135,56000,-1181.4527587890625
1732046701.5326052,60000,-1181.27197265625
1732046707.1177166,64000,-1176.1229248046875
1732046712.4304173,68000,-1176.4019775390625
1732046717.9575667,72000,-1200.5947265625
1732046723.3661065,76000,-1210.3392333984375
1732046728.733618,80000,-1240.2008056640625
1732046734.0208337,84000,-1240.9674072265625
1732046739.6620934,88000,-1229.462890625
1732046744.9354448,92000,-1232.114013671875
1732046750.5187047,96000,-1212.3475341796875
1732046756.004314,100000,-1198.981689453125
1732046761.5470383,104000,-1188.914306640625
1732046767.2155616,108000,-1203.1236572265625
1732046772.7758095,112000,-1178.66796875
1732046778.2598538,116000,-1165.1666259765625
1732046783.5674686,120000,-1162.7510986328125
1732046788.849116,124000,-1184.0408935546875
1732046794.3643036,128000,-1165.7518310546875
1732046799.9026988,132000,-1165.9429931640625
1732046805.1842048,136000,-1160.100341796875
1732046810.4612293,140000,-1149.9808349609375
1732046815.7314632,144000,-1137.9967041015625
1732046821.168928,148000,-1156.643798828125
1732046826.66882,152000,-1177.5006103515625
1732046831.9358997,156000,-1199.043212890625
1732046837.2736027,160000,-1211.61572265625
1732046842.5356205,164000,-1214.4371337890625
1732046847.8845568,168000,-1186.8233642578125
1732046853.143927,172000,-1145.7559814453125
1732046858.6528533,176000,-1108.7298583984375
1732046863.8865957,180000,-1085.545654296875
1732046869.174816,184000,-1078.8616943359375
1732046874.4330206,188000,-1098.1273193359375
1732046879.834198,192000,-1099.2105712890625
1732046885.3151236,196000,-1109.5260009765625
1732046890.6462133,200000,-1081.3878173828125
1732046895.9235325,204000,-1030.7193603515625
1732046901.0253203,208000,-999.8016357421875
1732046906.1356683,212000,-993.7308349609375
1732046911.2612183,216000,-983.823486328125
1732046916.4780388,220000,-992.0733032226562
1732046921.512299,224000,-1001.0562744140625
1732046926.5605588,228000,-988.9805297851562
1732046931.5145082,232000,-962.2275390625
1732046936.4830678,236000,-937.3794555664062
1732046941.4639304,240000,-879.34716796875
1732046946.5619152,244000,-855.0027465820312
1732046951.4974003,248000,-814.1566162109375
1732046956.4764545,252000,-782.0418090820312
1732046961.493184,256000,-757.1447143554688
1732046966.5415556,260000,-746.2491455078125
1732046971.4983153,264000,-705.2676391601562
1732046976.6789215,268000,-670.2640380859375
1732046981.7199104,272000,-621.8065185546875
1732046986.7609515,276000,-567.2015380859375
1732046991.6654234,280000,-525.700927734375
1732046996.5847104,284000,-460.1532287597656
1732047001.545179,288000,-404.6080322265625
1732047006.6375277,292000,-351.3225402832031
1732047011.5703907,296000,-321.824951171875
1732047016.4688263,300000,-302.7933654785156
1732047021.3808777,304000,-294.2326965332031
1732047026.2035935,308000,-282.7962646484375
1732047031.0303304,312000,-279.3138732910156
1732047036.0305183,316000,-255.2384490966797
1732047040.876451,320000,-216.96726989746094
1732047045.7600067,324000,-202.1647491455078
1732047050.5583463,328000,-201.116455078125
1732047055.3888068,332000,-201.0871124267578
1732047060.2418914,336000,-195.4090118408203
1732047065.2340546,340000,-195.4678497314453
1732047070.096924,344000,-187.68016052246094
1732047074.9795492,348000,-180.1265411376953
1732047079.7450874,352000,-175.3634490966797
1732047084.5404832,356000,-172.0608367919922
1732047089.4159741,360000,-173.58372497558594
1732047094.2282639,364000,-165.8872528076172
1732047099.4939277,368000,-167.23143005371094
1732047104.6022382,372000,-167.6912078857422
1732047109.6175425,376000,-169.15538024902344
1732047114.62552,380000,-169.9871368408203
1732047119.6629846,384000,-177.23199462890625
1732047124.663837,388000,-165.04539489746094
1732047129.68033,392000,-162.9392547607422
1732047134.5008898,396000,-162.41683959960938
1732047139.2808661,400000,-158.68312072753906
1732047144.0678995,404000,-160.89976501464844
1732047148.8821912,408000,-161.92132568359375
1732047153.668355,412000,-155.79888916015625
1732047158.6684062,416000,-154.99261474609375
1732047163.530837,420000,-154.27359008789062
1732047168.4825878,424000,-164.55947875976562
1732047173.4061542,428000,-164.574462890625
1732047178.368678,432000,-158.3387451171875
1732047183.293901,436000,-161.7864990234375
1732047188.4108584,440000,-152.3336639404297
1732047193.3945327,444000,-138.12982177734375
1732047198.3996568,448000,-135.89498901367188
1732047203.3305788,452000,-139.59747314453125
1732047208.344117,456000,-145.9057159423828
1732047213.3460197,460000,-150.1272735595703
1732047218.4741635,464000,-149.2384490966797
1732047223.5758712,468000,-156.6024627685547
1732047228.378842,472000,-156.29071044921875
1732047233.2185104,476000,-138.80581665039062
1732047238.2585993,480000,-144.2716064453125
1732047243.1899555,484000,-144.21881103515625
1732047248.54045,488000,-139.71397399902344
1732047253.623063,492000,-141.8070831298828
1732047259.018258,496000,-153.9270782470703
1732047264.2510755,500000,-152.81166076660156
